"name","gender","age","class","embarked","country","ticketno","fare","sibsp","parch","survived"
"Boston, Mr. William John","male",33,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Bott, Mr. William Thomas","male",46,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Boughton, Mr. Bernard John","male",24,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Bowker, Miss. Ruth Harwood","female",31,"restaurant staff","S","England",NA,NA,NA,NA,"yes"
"Boxhall, Mr. Joseph Groves","male",28,"deck crew","B","England",NA,NA,NA,NA,"yes"
"Boyd, Mr. John","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Boyes, Mr. John Henry","male",36,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Bradley, Mr. Patrick Joseph","male",39,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Bradley, Mr. T.","male",29,"deck crew","S","England",NA,NA,NA,NA,"no"
"Bradshaw, Mr. John Albert Perkin","male",43,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Brewer, Mr. Harry","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Brewster, Mr. George Henry","male",52,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Briant, Mr. Albert","male",34,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Brice, Mr. Walter Thomas","male",43,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Bride, Mr. Harold Sydney","male",22,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Bright, Mr. Arthur John","male",42,"deck crew","B","England",NA,NA,NA,NA,"yes"
"Bristow, Mr. Harry","male",38,"victualling crew","S",NA,NA,NA,NA,NA,"no"
"Bristow, Mr. Robert Charles","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Brookman, Mr. John Cress","male",28,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Brooks, Mr. J.","male",25,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Broome, Mr. Athol Frederick","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Broom, Mr. Herbert George","male",33,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Brown, Mr. Edward","male",34,"victualling crew","B","Wales",NA,NA,NA,NA,"yes"
"Brown, Mr. John","male",28,"engineering crew","S","Wales",NA,NA,NA,NA,"no"
"Brown, Mr. Joseph James","male",25,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Brown, Mr. Walter James","male",41,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Buckley, Mr. H. E.","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Buley, Mr. Edward John","male",26,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Bulley, Mr. Henry Ashburnham","male",22,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Bull, Mr. Walter Edward","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Bunnell, Mr. Wilfred James","male",21,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Burgess, Mr. Charles","male",18,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Burke, Mr. Richard Edward","male",30,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Burke, Mr. William","male",31,"victualling crew","B","Ireland",NA,NA,NA,NA,"yes"
"Burrage, Mr. Arthur Victor Edwards","male",20,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Burr, Mr. Ewart Sydenham","male",29,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Burroughs, Mr. Arthur Peckham","male",35,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Burton, Mr. Edward John","male",35,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Butterworth, Mr. John","male",23,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Butt, Mr. Robert Henry","male",22,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Butt, Mr. William John","male",31,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Byrne, Mr. James Edward","male",45,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Calderwood, Mr. Hugh","male",30,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"no"
"Campbell, Mr. Donald S.","male",25,"victualling crew","S","Australia",NA,NA,NA,NA,"no"
"Canner, Mr. John","male",40,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Carney, Mr. William","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Carr, Mr. Richard Stephen","male",27,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Carter (Ball), Mr. James (W.)","male",46,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Cartwright, Mr. James Edward","male",33,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Casali, Sig. Giulio","male",32,"restaurant staff","S","Italy",NA,NA,NA,NA,"no"
"Casey, Mr. Thomas","male",44,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Casswill, Mr. Charles","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Castleman, Mr. Edward","male",37,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Caton, Miss. Annie","female",33,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Caunt, Mr. William Ewart","male",28,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Cavell, Mr. George Henry","male",22,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Cave, Mr. Herbert","male",39,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Cecil, Mr. Charles Thomas","male",21,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Chaboisson, Mr. Adrien Finnin","male",25,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Chapman, Mr. Joseph Charles","male",32,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Charman, Mr. John James","male",25,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Cherrett, Mr. William Victor","male",25,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Cheverton, Mr. William Frederick","male",28,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Chisnall, Mr. George Alexander","male",37,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Chitty, Mr. Archibald George","male",29,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Chitty, Mr. George Henry","male",50,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Chorley, Mr. John Henry","male",25,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Christmas, Mr. Herbert Harry","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Clark, Mr. William","male",40,"engineering crew","S","Ireland",NA,NA,NA,NA,"yes"
"Clench, Mr. Frederick Charles","male",33,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Clench, Mr. George James","male",31,"deck crew","S","England",NA,NA,NA,NA,"no"
"Coe, Mr. Harry","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Coleman, Mr. Albert Edward","male",29,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Coleman, Mr. John","male",58,"engineering crew","B","Ireland",NA,NA,NA,NA,"no"
"Colgan, Mr. E. Joseph","male",33,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Collins, Mr. John","male",17,"victualling crew","S","Northern Ireland",NA,NA,NA,NA,"yes"
"Collins, Mr. John","male",38,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Combes, Mr. George","male",34,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Conway, Mr. Percy Walter","male",25,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Cook, Mr. Gilbert William","male",32,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Coombs, Mr. Charles Augustus","male",45,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Cooper, Mr. Harry","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Cooper, Mr. James Edward","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Copperthwaite, Mr. Albert Harry","male",28,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Corben, Mr. Ernest Theodore","male",27,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Corcoran, Mr. Dennis","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Cornaire, Mr. Marcel Raymond André","male",19,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Cotton, Mr. Alfred","male",36,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Couch, Mr. Frank","male",28,"deck crew","S","England",NA,NA,NA,NA,"no"
"Couch, Mr. Joseph Henry","male",49,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Couper, Mr. Robert Frederick William","male",30,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Coutin, Mr. Auguste Louis","male",28,"restaurant staff","S","France",NA,NA,NA,NA,"no"
"Cox, Mr. William Denton","male",30,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Coy, Mr. Francis Ernest George","male",27,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Crabb, Mr. Henry James","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Crafter, Mr. Frederick Horace","male",20,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Crawford, Mr. Alfred George","male",43,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Creese, Mr. Henry Philip","male",45,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Crimmins, Mr. James","male",21,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Crispin, Mr. William","male",33,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Crisp, Mr. Albert Hector","male",39,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Crosbie, Mr. John Borthwick","male",45,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Cross, Mr. William Alfred","male",44,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Crovella, Sig. Luigi","male",17,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Crowe, Mr. George Frederick","male",30,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Crumplin, Mr. Charles George Chandler","male",35,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Cullen, Mr. Charles James","male",49,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Cunningham, Mr. Andrew Orr","male",38,"victualling crew","B","Scotland",NA,NA,NA,NA,"yes"
"Cunningham, Mr. Bernard","male",35,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Curtis, Mr. Arthur","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Daniels, Mr. Sidney Edward","male",18,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Dashwood, Mr. William George","male",18,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Davies, Mr. Gordon Raleigh","male",32,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Davies, Mr. Robert J.","male",26,"victualling crew","B","Wales",NA,NA,NA,NA,"no"
"Davies, Mr. Thomas","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Davis, Mr. John","male",29,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Davis, Mr. Stephen James","male",39,"deck crew","S","England",NA,NA,NA,NA,"no"
"Dawson, Mr. Joseph","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Dean, Mr. George H.","male",19,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Debreucq, Mr. Maurice Emile Victor","male",18,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Deeble, Mr. Alfred Arnold","male",35,"victualling crew","B","England",NA,NA,NA,NA,"no"
"De Marsico, Sig. Govanni","male",20,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Derrett, Mr. Arthur Henry","male",29,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Deslandes, Mr. Percival Stainer","male",38,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Desvernine, Mr. Louis Gabriel","male",20,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Diaper, Mr. John Joseph","male",27,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Dickson, Mr. William","male",37,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Dilley, Mr. John","male",30,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Dillon, Mr. Thomas Patrick","male",34,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Dinenage, Mr. James Richard","male",49,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Dodd, Mr. Edward Charles","male",39,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Dodd, Mr. George Charles","male",44,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Dodds, Mr. Henry Watson","male",27,"engineering crew","S","Guyana",NA,NA,NA,NA,"no"
"Doel, Mr. Frederick","male",22,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Dolby, Mr. Joseph","male",39,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Donati, Sig. Italo Francesco","male",17,"restaurant staff","S","Italy",NA,NA,NA,NA,"no"
"Donoghue, Mr. Frank (?Thomas)","male",35,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Dore, Mr. Albert James","male",23,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Dornier, Mr. Louis Auguste","male",20,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Doughty, Mr. Walter Thomas","male",22,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Doyle, Mr. Laurence","male",27,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Duffy, Mr. William Luke","male",36,"engineering crew","B","Ireland",NA,NA,NA,NA,"no"
"Dunford, Mr. William","male",48,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Durnil, Mr. James","male",38,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Dyer, Mr. Henry Ryland","male",24,"engineering crew","B","India",NA,NA,NA,NA,"no"
"Dyer, Mr. William Henry","male",33,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Dymond, Mr. Frank","male",41,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Eagle, Mr. Alfred James","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Eastman, Mr. Charles","male",44,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Edbrooke, Mr. Francis Samuel Jacob","male",23,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Ede, Mr. George Bulkeley","male",23,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Edge, Mr. Frederick William","male",39,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Edwards, Mr. Charles Essex","male",39,"victualling crew","S","Wales",NA,NA,NA,NA,"no"
"Egg, Mr. William Henry","male",48,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Elliott, Mr. Everett Edward","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Ellis, Mr. John Bertie","male",29,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Ennis, Mr. Walter","male",34,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Ervine, Mr. Albert George","male",18,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"no"
"Etches, Mr. Henry Samuel","male",43,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Evans, Mr. Alfred Frank","male",25,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Evans, Mr. Frank Oliver","male",27,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Evans, Mr. George Richard","male",27,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Evans, Mr. William Thomas","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Fairall, Mr. Henry Charles","male",38,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Farenden, Mr. Ernest John","male",22,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Farquharson, Mr. William Edward","male",39,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Faulkner, Mr. William Stephen","male",37,"victualling crew","B","England",NA,NA,NA,NA,"yes"
"Fay, Mr. Thomas Joseph","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Fellowes, Mr. Alfred James","male",29,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Feltham, Mr. George William","male",42,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Ferrary, Mr. Antonio","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Ferris, Mr. William","male",39,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Fey, Sig. Carlo","male",30,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Finch, Mr. Henry Herman","male",19,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Fioravante, Sig. Giuseppe Bertoldo","male",23,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Fitzpatrick, Mr. Cecil William","male",21,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Fitzpatrick, Mr. Hugh Joseph","male",29,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Flarty, Mr. Edward","male",52,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Fleet, Mr. Frederick","male",24,"deck crew","B","England",NA,NA,NA,NA,"yes"
"Fletcher, Mr. Percy William","male",26,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Foley, Mr. John","male",46,"deck crew","B","Ireland",NA,NA,NA,NA,"yes"
"Foley, Mr. Wilfred Cyril","male",22,"victualling crew","S","Wales",NA,NA,NA,NA,"yes"
"Ford, Mr. Ernest","male",33,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Ford, Mr. Francis","male",44,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Ford, Mr. H.","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Ford, Mr. Thomas","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Forward, Mr. James","male",27,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Foster, Mr. Alfred Charles","male",37,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Fox, Mr. William Thomas","male",27,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Franklin, Mr. Alan Vincent","male",28,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Fraser, Mr. J.","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Fraser, Mr. James","male",30,"engineering crew","B","Scotland",NA,NA,NA,NA,"no"
"Fredericks, Mr. Walter Francis","male",21,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Freeman, Mr. Ernest Edward Samuel","male",45,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Fryer, Mr. Albert Ernest","male",29,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Gatti, Sig. Gaspare Antonio Pietro","male",37,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Geddes, Mr. Richard Charles","male",32,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Geer, Mr. Alfred Emest","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Gibbons, Mr. Jacob William","male",36,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Gilardino, Sig. Vincenzo Pio","male",31,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Giles, Mr. John Robert","male",32,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Gill, Mr. Joseph Stanley","male",38,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Gill, Mr. Patrick","male",38,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Godley, Mr. George Auguste","male",61,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Godwin, Mr. Frederick Charles","male",36,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Golder, Mr. M. W.","male",32,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Gold, Mrs. Jane Kate Coulson","female",45,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Gollop, Mr. F.","male",28,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Gordon, Mr. J.","male",29,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Goree, Mr. Frank","male",41,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Goshawk, Mr. Alfred James","male",40,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Gosling, Mr. Bertram James","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Gosling, Mr. S.","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Gradidge, Mr. Ernest Edward","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Graham, Mr. Thomas Gibson","male",28,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"yes"
"Gregory, Mr. David","male",43,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Gregson, Miss. Mary","female",45,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Grosclaude, Mr. Gérald","male",24,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Gumery, Mr. George","male",24,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Gunn, Mr. Joseph Alfred","male",30,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Guy, Mr. Elgar John","male",29,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Gwinn, Mr. William Logan","male",37,"victualling crew","S","United States",NA,NA,NA,NA,"no"
"Haggan, Mr. John","male",35,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"yes"
"Haines, Mr. Albert","male",31,"deck crew","B","England",NA,NA,NA,NA,"yes"
